title,affiliation_name,affiliation_country,publication_year,keywords
"Simultaneous removal of Ag(I), Cd(II), Cr(III), Ni(II), Pb(II), and Zn(II) from wastewater using humic acid coated aminopropyl silica gel",,,2016,
Corrosion behavior and strength of dissimilar bonding material between Ti and Mg alloys fabricated by spark plasma sintering,,,2016,
Estimating Geographical Variation in the Risk of Zoonotic Plasmodium knowlesi Infection in Countries Eliminating Malaria,,,2016,
Motion resistant pulse oximetry processing based on time frequency analysis,,,2017,
Ultrafast magnetic resonance imaging for iron quantification in thalassemia participants in the developing world,,,2016,
Characteristics and outcomes of adult outpatients with heart failure and improved or recovered ejection fraction,,,2016,
Stability of Fr chet's functional equation on certain groupoids,,,2016,
Production of biosurfactant by Wickerhamomyces anomalus PY189 and its application in lemongrass oil encapsulation,,,2016,
"Comparison of the knowledge, attitudes toward, andpractices of contraception between Thai Muslim womenliving in Bangkok and those living in the southernmostprovinces of Thailand",,,2016,
Correlation of computed tomography characteristics ofcystic renal cell carcinoma with histopathology,,,2016,
Feasibility of withholding dexamethasone premedicationfor hypersensitivity reactions associated with paclitaxeladministration,,,2016,
Epidemiology of cleft lip with or without cleft palate inThais,,,2016,
TROP 2 immunohistochemistry  a highly accurate method in the differential diagnosis of papillary thyroid carcinoma,,,2016,
Void penetration length from air injection through a downward large diameter submerged pipe in water pool,,,2016,
Scaled boundary finite element method for two dimensional linear multi field media,,,2017,
"Pharmacokinetics of Compound D, the Major Bioactive Component of Zingiber cassumunar, in Rats",,,2016,
Regulation of osteoprotegerin expression by Notch signaling in human oral squamous cell carcinoma cell line,,,2016,
In vitro glucuronidation of methyl gallate and pentagalloyl glucopyranose by liver microsomes,,,2016,
Outcome of patients receiving CPR in the ED of an urban academic hospital,,,2016,
Renal dysfunction during tenofovir use in a regional cohort of HIV infected individuals in the Asia Pacific,,,2016,
"Effect of sulfur to accelerator ratio on crosslink structure, reversion, and strength in natural rubber",,,2016,
"Micromonospora sediminis sp  nov , isolated from mangrove sediment",,,2016,
"Ideonella sakaiensis sp  nov , isolated from a microbial consortium that degrades poly(ethylene terephthalate)",,,2016,
"Subtype distribution of Blastocystis in communities along the Chao Phraya river, Thailand",,,2016,
Experimental study on breakdown behavior and vacuole isolation of protoplasts under electrical pulses,,,2016,
A comparative study on the risk perceptions of the public and private sectors in public private partnership (PPP) transportation projects in Vietnam,,,2017,
Azimuthal decorrelation of jets widely separated in rapidity in pp collisions at  s = 7 TeV,,,2016,
Search for supersymmetry in pp collisions at  s = 13 TeV in the single lepton final state using the sum of masses of large radius jets,,,2016,
"Recovery slime waste from feldspar flotation plant at attanee international co ltd , Tak Province, Thailand",,,2016,
Carbon dioxide adsorption using activated carbon via chemical vapor deposition process,,,2016,
Reprogramming of Normal Fibroblasts into Cancer Associated Fibroblasts by miRNAs Mediated CCL2 VEGFA Signaling,,,2016,
Utilization of alumina waste and silica waste for geopolymer production,,,2016,
"Recovery of fine cassiterite from tailing dump in jarin tin mine, Thailand",,,2016,
Measurements of the Higgs boson production and decay rates and constraints on its couplings from a combined ATLAS and CMS analysis of the LHC pp collision data at  s = 7 and 8 TeV,,,2016,
Evidence for exclusive      W  W  production and constraints on anomalous quartic gauge couplings in pp collisions at  s = 7 and 8 TeV,,,2016,
Measurement of the differential cross section and charge asymmetry for inclusive pp   W   X production at  s = 8 TeV,,,2016,
Ethanolic extract of Streblus asper leaves protects against glutamate induced toxicity in HT22 hippocampal neuronal cells and extends lifespan of Caenorhabditis elegans,,,2017,
Asian consensus on the relationship between obesity and gastrointestinal and liver diseases,,,2016,
The Efficacy of Gynura pseudochina DC  var  hispida Thv  Ointment in Treating Chronic Plaque Psoriasis  A Randomized Controlled Trial,,,2016,
Search for direct pair production of supersymmetric top quarks decaying to all hadronic final states in pp collisions at  s = 8 TeV,,,2016,
Ultimate lateral capacity of two dimensional plane strain rectangular pile in clay,,,2016,
Design and Validation of Affective Warning Pictorial on Cigarette Labels,,,2016,
A Study of Energy Intensity and Carbon Intensity from Olefin Plants in Thailand,,,2016,
"Landau Level Splittings, Phase Transitions, and Nonuniform Charge Distribution in Trilayer Graphene",,,2016,
Development of a resilience scale for Thai substance dependent women  A mixed methods approach,,,2016,
Demand of Innovative Services on a Computed Tomography Scan,,,2016,
Measurement of the double differential inclusive jet cross section in proton proton collisions at  s = 13 TeV,,,2016,
Extreme anomalous score clustering algorithm,,,2017,
Simulation on Heavy Oil Production from Steam Flooding,,,2016,
Effects of Door Width and Human Body Size on Walking Speed,,,2016,
An Analysis of Energy and Carbon Intensities and Exergy Efficiency in Natural Gas Combined Cycle Power Plants  A Case Study of Thailand,,,2016,
Measurement of the t t   production cross section in the e  channel in proton proton collisions at  s = 7 and 8 TeV,,,2016,
T 705 as a Potential Therapeutic Agent for Rabies,,,2016,
Search for new physics in same sign dilepton events in proton proton collisions at  s = 13 TeV,,,2016,
Adopting Ultrasound Guidance for Prone Percutaneous Nephrolithotomy  Evaluating the Learning Curve for the Experienced Surgeon,,,2016,
Multifinger Caging Using Dispersion Constraints,,,2016,
Zika Virus Infection and Surgery  What Should We Be Concerned About ,,,2016,
Recurrent granulomatous mastitis due to corynebacterium kroppenstedtii,,,2016,
Extreme anomalous oversampling technique for class imbalance,,,2017,
"Human memory b cells in healthy gingiva, gingivitis, and periodontitis",,,2016,
Closing the brief case  Recurrent granulomatous mastitis due to corynebacterium kroppenstedtii,,,2016,
Effects of silver nanoparticles on hydrogen peroxide generation and antioxidant enzyme responses in rice,,,2016,
Association between systemic inflammatory response syndrome and mortality in alcoholic hepatitis  A meta analysis,,,2016,
Comparison of performances of femtosecond laser and microkeratome for thin flap laser in situ keratomileusis,,,2016,
Smoking and projected cardiovascular risk in an HIV positive Asian regional cohort,,,2016,
Eruptive telangiectasia in a patient with fever and haemophagocytic syndrome,,,2016,
Ability of HIV advocacy to modifybehavioral norms and treatment impact  A systematic review,,,2016,
"The Mediterranean recluse spider Loxosceles rufescens (Dufour, 1820) (Araneae  Sicariidae) established in a natural cave in Thailand",,,2016,
Impact of precursor purity on optical properties and radiation detection of CsI Tl scintillators,,,2016,
Predicting customer churn in mobile football application,,,2017,
Hemoglobin Bart hydrops fetalis  A model for studying vascular changes in placental hypoxia,,,2016,
Ultrastructural observation of oocytes in six types of stony corals,,,2016,
Key factors affecting the flood vulnerability and adaptation of the shrimp farming sector in Thailand,,,2016,
Continuous physical examination during subcortical resection in awake craniotomy patients  Its usefulness and surgical outcome,,,2016,
"Increased plasma levels of competing amino acids, rather than lowered plasma tryptophan levels, are associated with a non response to treatment in major depression",,,2016,
Pulsed Current Electrochemical Codeposition and Heat Treatment of Ti Dispersed Ni Matrix Layers,,,2016,
"Low dose versus standard dose ritonavir boosted atazanavir in virologically suppressed Thai adults with HIV (LASA)  a randomised, open label, non inferiority trial",,,2016,
Isothermal and non isothermal kinetic study on CO2 gasification of torrefied forest residues,,,2016,
Enhancement of poly 3 hydroxybutyrate production in Synechocystis sp  PCC 6803 by overexpression of its native biosynthetic genes,,,2016,
"Tumor marker analyses from the phase III, placebo controlled, FASTACT 2 study of intercalated erlotinib with gemcitabine platinum in the first line treatment of advanced non small cell lung cancer",,,2016,
Phoyunnanin E inhibits migration of non small cell lung cancer cells via suppression of epithelial to mesenchymal transition and integrin  v and integrin  3,,,2017,
Evidence of Multi Component Ion Exchange in Dolomite Formation during Low Salinity Waterflooding,,,2017,
Noncirrhotic portal hypertension in perinatally HIV infected adolescents treated with didanosine containing antiretroviral regimens in childhood,,,2016,
Bovine viral diarrhea virus (BVDV) infection in dairy cattle herds in northeast Thailand,,,2016,
A comprehensive review on modified clay based composite for energy based materials,,,2016,
Simplified anal sphincter anatomy,,,2016,
How does a swarm of the giant Asian honeybee Apis dorsata reach consensus  A study of the individual behaviour of scout bees,,,2016,
Significant Association Between Gallstone Disease and Nonalcoholic Fatty Liver Disease  A Systematic Review and Meta Analysis,,,2016,
The Effect of Chronic Mild Stress and Imipramine on the Markers of Oxidative Stress and Antioxidant System in Rat Liver,,,2016,
Business models and financing options for a rapid scale up of rooftop solar power systems in Thailand,,,2016,
Virologic failure is uncommon after treatment initiation during acute HIV infection,,,2016,
Search for Resonant Production of High Mass Photon Pairs in Proton Proton Collisions at s =8 and 13 TeV,,,2016,
Spatially Resolved Kinematics in the Central 1 kpc of a Compact Star forming Galaxy at z   2 3 from ALMA CO Observations,,,2017,
Effect of pupillary dilation on haigis formula calculated intraocular lens power measurement by using optical biometry,,,2016,
Modular design of a real Time passive magnetic localization system for enhanced safety in nasogastric intubation,,,2016,
Simultaneous removal of As(III) and As(V) from wastewater by co precipitation using an experimental design approach,,,2016,
Polyoxymethylene foam  From an investigation of key factors related to porous morphologies and microstructure to the optimization of foam properties,,,2016,
Lumio3D  Rapid 3D geometry and reflectance acquisition from continuous spherical illumination,,,2016,
Removal of motor oil by continuous multistage froth flotation  Effect of operational parameters,,,2016,
Recyclable magnetite nanoparticle coated with cationic polymers for adsorption of DNA,,,2016,
Directional Local Mean Difference Level Set method with Reinforcement Learning,,,2016,
New2Thai,,,2016,
"Proretinal nanoparticles  Stability, release, efficacy, and irritation",,,2016,
UAV based multispectral aerial image retrieval using spectral feature and semantic computing,,,2017,
Rapid and efficient removal of Ni(II) in water using constant current electrolysis,,,2016,
HLA B 58 01 for allopurinol induced cutaneous adverse drug reactions  Implication for clinical interpretation in Thailand,,,2016,
Theoretical investigation of 2 (iminomethyl)phenol in the gas phase as a prototype of ultrafast excited state intramolecular proton transfer,,,2016,
Morphological variations among populations of Monochoria vaginalis s l  (Pontederiaceae) in Thailand,,,2016,
Dextran oxidized by a malaprade reaction shows main chain scission through a maillard reaction triggered by schiff base formation between aldehydes and amines,,,2016,
Photoinduced electron transfer from aromatic amino acids to the excited isoalloxazine in flavin mononucleotide binding protein  Is the rate in the inverted region of donor acceptor distance not real ,,,2016,
Investigating the performance of a solid oxide fuel cell and a molten carbonate fuel cell combined system,,,2016,
Performance comparison of solid oxide steam electrolysis cells with without the addition of methane,,,2016,
Role of ultrasonic irradiation on transesterification of palm oil using calcium oxide as a solid base catalyst,,,2016,
"Phase behaviors, fuel properties, and combustion characteristics of alcohol vegetable oil diesel microemulsion fuels",,,2016,
Miniaturization of power dividers using quarter wave like transformers (QWLTs),,,2017,
Search for Narrow Resonances in Dijet Final States at s =8 TeV with the Novel CMS Technique of Data Scouting,,,2016,
Nanoscale pH profile at a solution solid interface by chemically modified tip enhanced raman scattering,,,2016,
Influence of salt on the solubility and tie line data for water   formic acid   methyl isobutyl ketone at T = 298 15 K,,,2016,
"Synthesis of new amines for enhanced carbon dioxide (CO2) capture performance  The effect of chemical structure on equilibrium solubility, cyclic capacity, kinetics of absorption and regeneration, and heats of absorption and regeneration",,,2016,
Neurologic signs and symptoms frequently manifest in acute HIV infection,,,2016,
The development of malaria diagnostic techniques  A review of the approaches with focus on dielectrophoretic and magnetophoretic methods,,,2016,
"Nata de coco Industry in Vietnam, Thailand, and Indonesia",,,2016,
A 150 year record of phytoplankton community succession controlled by hydroclimatic variability in a tropical lake,,,2016,
3D SERS Imaging Using Chemically Synthesized Highly Symmetric Nanoporous Silver Microparticles,,,2016,
Search for a low mass pseudoscalar Higgs boson produced in association with a bb  pair in pp collisions at  s=8 TeV,,,2016,
Analysis of cancerous tissue temperature in the breast during hyperthermia,,,2017,
Measurement of spin correlations in tt  production using the matrix element method in the muon jets final state in pp collisions at  s=8 TeV,,,2016,
Search for supersymmetry in the multijet and missing transverse momentum final state in pp collisions at 13 TeV,,,2016,
Chitosan oligosaccharide suppresses tumor progression in a mouse model of colitis associated colorectal cancer through AMPK activation and suppression of NF  B and mTOR signaling,,,2016,
Happiness from social capital  An investigation from micro data in rural Thailand,,,2016,
Impact of early cART in the gut during acute HIV infection,,,2016,
Foetal and maternal cardiac rhabdomyomas associated with tuberous sclerosis,,,2016,
MBTPS2 mutations cause defective regulated intramembrane proteolysis in X linked osteogenesis imperfecta,,,2016,
Generation of images of WND equivalent from HTML prototypes,,,2016,
Automated documentation for rapid prototyping,,,2016,
"Influence of diaminobenzoyl functionalized multiwalled carbon nanotubes on the nonisothermal curing kinetics, dynamic mechanical properties, and thermal conductivity of epoxy anhydride composites",,,2016,
"Intravenous versus oral dexamethasone for prophylaxis of paclitaxel associated hypersensitivity reaction in patients with primary ovarian, fallopian tube and peritoneal cancer  A double blind randomized controlled trial",,,2016,
Effect of storage temperature and time on stability of poly(lactide) whey protein isolate laminated films,,,2016,
Biomass and lipid enhancement in Ankistrodesmus sp  cultured with reused and minimal nutrients media,,,2016,
Trauma Associated Leber Hereditary Optic Neuropathy,,,2016,
Detection of Machines Anomaly from Log Files in Hard Disk Manufacturing Process,,,2016,
Event based feature extraction for analyzing the first damage of coral under temperature and light intensity stressor,,,2016,
Improved region of interest based rate control for error resilient HEVC framework,,,2016,
Acceptable product pricing problem using L localized solutions of max plus interval linear equations,,,2016,
"Watershed or Powershed  Critical Hydropolitics, China and the  Lancang Mekong Cooperation Framework ",,,2016,
Experimental investigation on process parameters of near field deposition of electrospinning based rapid prototyping,,,2016,
"Effects of Text Rotation, String Length, and Letter Format on Text based CAPTCHA Robustness",,,2016,
Comparative Study of Physical Factors and Microbial Diversity of Four Man Made Extreme Ecosystems,,,2016,
"Inequality, Wealth and Thailand s Politics",,,2016,
Production of an antioxidative peptide from hairy basil seed waste by a recombinant Escherichia coli,,,2016,
A Comparative Analysis of the Protection of Trade Names under the English Tort of Passing off and Section 18 of Thailand's Civil and Commercial Code,,,2016,
LIN28 Regulates Stem Cell Metabolism and Conversion to Primed Pluripotency,,,2016,
Chemical constituents from Melodorum fruticosum Lour  flowers against plant pathogenic fungi,,,2016,
Consequences of CKD on Functioning,,,2016,
"Synthesis, characterization and properties of a bio based poly(glycerol azelate) polyester",,,2016,
Numerical observer for atherosclerotic plaque classification in spectral computed tomography,,,2016,
Catalytic cracking of polypropylene using aluminosilicate catalysts,,,2016,
Neonatal ebola infection  An interesting issue in pediatric infectious disease,,,2016,
Production and Application of Gordonia westfalica GY40 Biosurfactant for Remediation of Fuel Oil Spill,,,2016,
Association between Helicobacter pylori infection and metabolic syndrome  a systematic review and meta analysis,,,2016,
Reduction of defective rate from color spot defects in plastic granule production process,,,2016,
Comprehensive database of human E3 ubiquitin ligases  Application to aquaporin 2 regulation,,,2016,
"Curcumin by down regulating NF kB and elevating Nrf2, reduces brain edema and neurological dysfunction after cerebral I R",,,2016,
Sleep characteristics in type 1 diabetes and associations with glycemic control  systematic review and meta analysis,,,2016,
Identification and functional characterization of Penicillium marneffei pleiotropic drug resistance transporters ABC1 and ABC2,,,2016,
Biofilm production and antifungal susceptibility of co cultured Malassezia pachydermatis and Candida parapsilosis isolated from canine seborrheic dermatitis,,,2016,
Mumps antibody in the thai population 17 years after the universal measles mumps rubella vaccination program,,,2016,
Burden of respiratory disease in Thailand  Results from the APBORD observational study,,,2016,
Expression and DNA methylation of phospholipase A2in Thai native honeybees (Hymenoptera  Apidae),,,2016,
An Atom Economic Approach for Vinylation of Indoles and Phenols Using Calcium Carbide as Acetylene Surrogate,,,2016,
Rinsing with saline promotes human gingival fibroblast wound healing in vitro,,,2016,
Properties and storage stability of whey protein edible film with spice powders,,,2016,
Chamigrane sesquiterpenes from a basidiomycetous endophytic fungus XG8D associated with Thai mangrove Xylocarpus granatum,,,2016,
Raman and photoluminescence properties of type II GaSb GaAs quantum dots on (001) Ge substrate,,,2016,
Variants of the CDH1 (E Cadherin) Gene Associated with Oral Clefts in the Thai Population,,,2016,
Preparation of rigid polyurethane foams using low emission catalysts derived from metal acetates and ethanolamine,,,2016,
Measurement of the W  W   cross section in pp collisions at  s= 8 TeVand limits on anomalous gauge couplings,,,2016,
"Epidemiological, clinical and virological characteristics of influenza B virus from patients at the hospital tertiary care units in Bangkok during 2011 2014",,,2016,
Search for heavy resonances decaying to two Higgs bosons in final states containing four b quarks,,,2016,
Search for direct pair production of scalar top quarks in the single  and dilepton channels in proton proton collisions at  s= 8 TeV,,,2016,
Chemical oxidation polymerization and characterization of poly ortho anisidine nanoparticles,,,2016,
Assessment of anti TNF   activities in keratinocytes expressing inducible TNF     A novel tool for anti TNF   drug screening,,,2016,
Dynamics of Carroll strings,,,2016,
Measurement of inclusive jet production and nuclear modifications in pPb collisions at  sNN = 5 02 TeV,,,2016,
"Measurement of t t   production with additional jet activity, including b quark jets, in the dilepton decay channel using pp collisions at  s = 8 TeV",,,2016,
Excito Repellent Responses between Culex quinquefasciatus Permethrin Susceptible and Resistant Mosquitoes,,,2016,
Frequency and characteristics of acne related post inflammatory hyperpigmentation,,,2016,
(1 3)   D glucan and galactomannan for differentiating chemical  Black particles  and fungal particles inside peritoneal dialysis tubing,,,2016,
"Health services responsiveness during political unrest in Bangkok, Thailand",,,2016,
Enhancement of biogas production potential from Acacia leaf waste using alkaline pre treatment and co digestion,,,2016,
"Localized contact dermatitis from Ferula assa foetida oleo gum resin essential oil, a traditional topical preparation for stomach ache and flatulence",,,2016,
Investigation of alkoxysilanes in the presence of hydrogen with ziegler natta catalysts in ethylene polymerization,,,2017,
Ultrafast Brain MRI  Clinical Deployment and Comparison to Conventional Brain MRI at 3T,,,2016,
"Carbon dioxide (CO2) capture  Absorption desorption capabilities of 2 amino 2 methyl 1 propanol (AMP), piperazine (PZ) and monoethanolamine (MEA) tri solvent blends",,,2016,
Aging of low and high amylose rice at elevated temperature  Mechanism and predictive modeling,,,2016,
Large variability in n alkane  13C values in Lake Pa Kho (Thailand) driven by wetland wetness and aquatic productivity,,,2016,
"Retraction Note to  Archaeal amoA Genes Outnumber Bacterial amoA Genes in Municipal Wastewater Treatment Plants in Bangkok (Microb Ecol, 2011, 62, 776 788, 10 1007 s00248 011 9893 9)",,,2016,
Synthesis of polystyrene silica nanoparticles via RAFT emulsifier free emulsion polymerization,,,2016,
Comparative protein profiles of Butea superba tubers under seasonal changes,,,2016,
Archaeological excavation of wild macaque stone tools,,,2016,
"Inflammatory cytokine levels, disease activity, and function of patients with rheumatoid arthritis treated with combined conventional disease modifying antirheumatic drugs or biologics",,,2016,
Challenges and strategies of surface modification of electrogalvanized coatings for electron microscopy analysis,,,2016,
Increased accumulation of polyhydroxybutyrate in divergent cyanobacteria under nutrient deprived photoautotrophy  An efficient conversion of solar energy and carbon dioxide to polyhydroxybutyrate by Calothrix scytonemicola TISTR 8095,,,2016,
Process integration of dimethyl carbonate and ethylene glycol production from biomass and heat exchanger network design,,,2016,
Prevalence of cartilage erosion in canine patellar luxation and gene expression in affected jointsK peklerde patellar luksasyonda k k rdak erozyonunun prevalans  ve etkilenmi  eklemlerdeki gen ekspresyonu,,,2016,
Treatment of biodiesel wastewater by indirect electrooxidation  Effect of additives and process kinetics,,,2016,
Photodegradation of haloacetonitriles in water by vacuum ultraviolet irradiation  Mechanisms and intermediate formation,,,2016,
"5,7,4' Trihydroxy 6,8 diprenylisoflavone and lupalbigenin, active components of Derris scandens, induce cell death on breast cancer cell lines",,,2016,
Optimizing laboratory based radon flux measurements for sediments,,,2016,
Porcine circovirus type 2 expression in the brain of neonatal piglets with congenital tremor,,,2016,
Electrochemical determination of ajmalicine using glassy carbon electrode modified with gold nanoparticles,,,2016,
Synthesis of porous silicon nitride using silica carbon composite derived from phenol resorcinol formaldehyde gel,,,2016,
Orthogonal graphs over finite commutative rings of odd characteristic,,,2016,
Shrimp miRNAs regulate innate immune response against white spot syndrome virus infection,,,2016,
Structural characterization of the fracture systems in the porcelanites  Comparing data from the Monterey Formation in California USA and the Sap Bon Formation in Central Thailand,,,2016,
Use of   aminobutyric acid producing lactic acid bacteria as starters to reduce biogenic amines and cholesterol in Thai fermented pork sausage (Nham) and their distribution during fermentation,,,2016,
"Biodiesel production over Ca, Zn, and Al mixed compounds in fixed bed reactor  Effects of premixing catalyst extrudates with methanol, oil, and fatty acid methyl esters",,,2016,
Electrochemistry on Paper based Analytical Devices  A Review,,,2016,
Relationship between overall difference decision and electronic tongue  Discrimination of civet coffee,,,2016,
Response surface methodology for the optimization of biofuel production at a low molar ratio of supercritical methanol to used palm olein oil,,,2016,
The attenuation of epithelial to mesenchymal transition and induction of anoikis by gigantol in human lung cancer H460 cells,,,2016,
The ubiquitous hyaluronan  Functionally implicated in the oviduct ,,,2016,
"Undercarboxylated osteocalcin is associated with insulin resistance, but not adiponectin, during pregnancy",,,2016,
"Silver diamine fluoride and glass ionomer differentially remineralize early caries lesions, in situ",,,2016,
"Toward Omics Based, Systems Biomedicine, and Path and Drug Discovery Methodologies for Depression Inflammation Research",,,2016,
Delayed diagnosis in a house of correction  Smith Magenis syndrome due to a de novo nonsense RAI1 variant,,,2016,
Cyclodextrin based telmisartan ophthalmic suspension  Formulation development for water insoluble drugs,,,2016,
Integrated multi trophic recirculating aquaculture system for nile tilapia (oreochlomis niloticus),,,2016,
Model Driven Development of Android Application Prototypes from Windows Navigation Diagrams,,,2016,
Influence of Mg modifier on cis trans selectivity in partial hydrogenation of biodiesel using different metal types,,,2016,
"Voglibose inspired synthesis of new potent   glucosidase inhibitors N 1,3 dihydroxypropylaminocyclitols",,,2016,
Partial oxidation of methane on a nickel catalyst  Kinetic Monte Carlo simulation study,,,2016,
LAP like process as an immune mechanism downstream of IFN   in control of the human malaria Plasmodium vivax liver stage,,,2016,
A complete census of Herschel detected infrared sources within the HST Frontier Fields,,,2016,
Graphene polyaniline modified electrochemical droplet based microfluidic sensor for high throughput determination of 4 aminophenol,,,2016,
Cholesterol based cationic liposome increases dsRNA protection of yellow head virus infection in Penaeus vannamei,,,2016,
Ultrasound Guidance to Assist Percutaneous Nephrolithotomy Reduces Radiation Exposure in Obese Patients,,,2016,
Sex differences in soluble markers vary before and after the initiation of antiretroviral therapy in chronically HIV infected individuals,,,2016,
Zinc induces epithelial to mesenchymal transition in human lung cancer H460 cells via superoxide anion dependent mechanism,,,2016,
Splicing analysis of CYP11B1 mutation in a family affected with 11  hydroxylase deficiency  Case report,,,2016,
Search for pair produced vectorlike B quarks in proton proton collisions at s =8 TeV,,,2016,
Duplex PCR assay and in situ hybridization for detection of Francisella spp  and Francisella noatunensis subsp  orientalis in red tilapia,,,2016,
Highly efficient sulfonic MCM 41 catalyst for furfural production  Furan based biofuel agent,,,2016,
A subtraction based method for the construction of quasi cyclic LDPC codes of girth eight,,,2016,
Gaugings of four dimensional N=3 supergravity and AdS4 CFT3 holography,,,2016,
FAM20A binds to and regulates FAM20C localization,,,2016,
Promotion of in Vitro Chondrogenesis of Mesenchymal Stem Cells Using in Situ Hyaluronic Hydrogel Functionalized with Rod Like Viral Nanoparticles,,,2016,
Possible mechanism of gallium bioleaching from gallium nitride (GAN) by Arthrobacter creatinolyticus  Role of amino acids peptides proteins bindings with gallium,,,2016,
Inclusive and differential measurements of the tt  charge asymmetry in pp collisions at  s=8 TeV,,,2016,
"A new mass scale, implications on black hole evaporation and holography",,,2016,
"Search for supersymmetry in events with a photon, a lepton, and missing transverse momentum in pp collisions at s=8 TeV",,,2016,
Measurement of the CP violating weak phase  s and the decay width difference   c using the Bs 0 J   (1020) decay channel in pp collisions at   s=8 TeV,,,2016,
Supersymmetric Janus solutions in four dimensional N=3 gauged supergravity,,,2016,
Relationships between physical properties and sequence in silkworm silks,,,2016,
Reliability and validity of the Khmer version of the 10 item Connor Davidson Resilience Scale (Kh CD RISC10) in Cambodian adolescents,,,2016,
Part Transportation Improvement in Warehouse of an Automotive Factory,,,2016,
Improvement of Automotive Part Supplier Performance Evaluation,,,2016,
Lean Six Sigma Application in Rear Combination Automotive Lighting Process,,,2016,
Antimicrobial and anti oxidant activities of quinoline alkaloids from Pseudomonas aeruginosa BCC76810,,,2016,
Defective Reduction in Automotive Headlining Manufacturing Process,,,2016,
The rigorous bound on the transmission probability for massless scalar field of non negative angular momentum mode emitted from a Myers Perry black hole,,,2016,
Intracellular Spread of Rabies Virus Is Reduced in the Paralytic Form of Canine Rabies Compared to the Furious Form,,,2016,
SLUG is required for SOX9 stabilization and functions to promote cancer stem cells and metastasis in human lung carcinoma,,,2016,
An Off Line Formulation of Tube Based Robust MPC Using Polyhedral Invariant Sets,,,2016,
Anti HIV 1 integrase compounds from Dioscorea bulbifera and molecular docking study,,,2016,
Spillover effects of foreign direct investment on domestic manufacturing firms in Thailand,,,2016,
"Short term effects of oral dronedarone administration on cardiac function, blood pressure and electrocardiogram in conscious telemetry dogs",,,2016,
Introduction to biomaterials for wound healing,,,2016,
Correlations of kinetic parameters with various system operating conditions for CO2 sorption using K2CO3 Al2O3 solid sorbent in a fixed fluidized bed reactor,,,2016,
"Prevalence and drug susceptibility of Salmonella isolated from patients in Bangkok, Thailand",,,2016,
